"UNIPROT","SYMBOL","ENSEMBL","ENTREZID","GENETYPE"
"Q8NHV5","MOSMO","ENSG00000185716","730094","protein-coding"
"Q8NHV5","MOSMO","ENSG00000284487","730094","protein-coding"
"O00230","CORT","ENSG00000241563","1325","protein-coding"
"Q6IF82","OR4A47","ENSG00000237388","403253","protein-coding"
"Q96IZ2","ADTRP","ENSG00000111863","84830","protein-coding"
"P48146","NPBWR2","ENSG00000125522","2832","protein-coding"
"P48146","NPBWR2","ENSG00000277339","2832","protein-coding"
"A1L1A6","IGSF23","ENSG00000216588","147710","protein-coding"
"Q92748","THRSP","ENSG00000151365","7069","protein-coding"
"P32246","CCR1","ENSG00000163823","1230","protein-coding"
"Q6QNY1","BLOC1S2","ENSG00000196072","282991","protein-coding"
"Q6X4T0","C12orf54","ENSG00000177627","121273","protein-coding"
"P51811","XK","ENSG00000047597","7504","protein-coding"
"Q96RI9","TAAR9","ENSG00000237110","134860","protein-coding"
"Q99417","MYCBP","ENSG00000214114","26292","protein-coding"
"H3BRN8","C15orf65","ENSG00000261652","145788","protein-coding"
"Q5T750","C1orf68","ENSG00000198854","100129271","protein-coding"
"Q8N729","NPW","ENSG00000183971","283869","protein-coding"
"P29275","ADORA2B","ENSG00000170425","136","protein-coding"
"P26371","KRTAP5-9","ENSG00000254997","3846","protein-coding"
"Q9NSP4","CENPM","ENSG00000100162","79019","protein-coding"
"P43657","LPAR6","ENSG00000139679","10161","protein-coding"
"Q9NPU4","C14orf132","ENSG00000227051","56967","protein-coding"
"Q8NGC7","OR11H6","ENSG00000176219","122748","protein-coding"
"P12724","RNASE3","ENSG00000169397","6037","protein-coding"
"Q8N813","C3orf56","ENSG00000214324","285311","protein-coding"
"Q99527","GPER1","ENSG00000164850","2852","protein-coding"
"Q8N912","C14orf180","ENSG00000184601","400258","protein-coding"
"Q8N912","C14orf180","ENSG00000274126","400258","protein-coding"
"P01588","EPO","ENSG00000130427","2056","protein-coding"
"O60811","PRAMEF2","ENSG00000120952","65122","protein-coding"
"O60811","PRAMEF2","ENSG00000282817","65122","protein-coding"
"A6NDP7","MYADML2","ENSG00000185105","255275","protein-coding"
"Q13304","GPR17","ENSG00000144230","2840","protein-coding"
"O75394","MRPL33","ENSG00000243147","9553","protein-coding"
"Q9Y672","ALG6","ENSG00000088035","29929","protein-coding"
"Q8IWU4","SLC30A8","ENSG00000164756","169026","protein-coding"
"Q9Y5U9","IER3IP1","ENSG00000134049","51124","protein-coding"
"O15432","SLC31A2","ENSG00000136867","1318","protein-coding"
"Q86TG1","TMEM150A","ENSG00000168890","129303","protein-coding"
"O43731","KDELR3","ENSG00000100196","11015","protein-coding"
"Q96FH0","BORCS8","ENSG00000254901","729991","protein-coding"
"Q9Y543","HES2","ENSG00000069812","54626","protein-coding"
"Q9NPB9","ACKR4","ENSG00000129048","51554","protein-coding"
"Q8WYQ3","CHCHD10","ENSG00000250479","400916","protein-coding"
"Q8WYQ3","CHCHD10","ENSG00000273607","400916","protein-coding"
"Q8NGN6","OR10G7","ENSG00000182634","390265","protein-coding"
"Q9BY78","RNF26","ENSG00000173456","79102","protein-coding"
"Q8TCY5","MRAP","ENSG00000170262","56246","protein-coding"
"Q8N7F7","UBL4B","ENSG00000186150","164153","protein-coding"
"P25105","PTAFR","ENSG00000169403","5724","protein-coding"
"O43614","HCRTR2","ENSG00000137252","3062","protein-coding"
"Q96PH6","DEFB118","ENSG00000131068","117285","protein-coding"
"Q96EC8","YIPF6","ENSG00000181704","286451","protein-coding"
"Q96A37","RNF166","ENSG00000158717","115992","protein-coding"
"Q9HAT0","ROPN1","ENSG00000065371","54763","protein-coding"
"Q5VZ03","NXNL2","ENSG00000130045","158046","protein-coding"
"Q96LW7","CARD19","ENSG00000165233","84270","protein-coding"
"P32249","GPR183","ENSG00000169508","1880","protein-coding"
"A6NI61","MYMK","ENSG00000187616","389827","protein-coding"
"P34981","TRHR","ENSG00000174417","7201","protein-coding"
"O95059","RPP14","ENSG00000163684","11102","protein-coding"
"Q6IF63","OR52W1","ENSG00000175485","120787","protein-coding"
"Q9UMX3","BOK","ENSG00000176720","666","protein-coding"
"O60431","OR1I1","ENSG00000094661","126370","protein-coding"
"Q8TBM7","TMEM254","ENSG00000133678","80195","protein-coding"
"Q96P67","GPR82","ENSG00000171657","27197","protein-coding"
"P46663","BDKRB1","ENSG00000100739","623","protein-coding"
"P41159","LEP","ENSG00000174697","3952","protein-coding"
"P59537","TAS2R43","ENSG00000255374","259289","protein-coding"
"P59537","TAS2R43","ENSG00000262612","259289","protein-coding"
"P59537","TAS2R43","ENSG00000282537","259289","protein-coding"
"P33947","KDELR2","ENSG00000136240","11014","protein-coding"
"Q8NH90","OR5AK2","ENSG00000181273","390181","protein-coding"
"Q6A162","KRT40","ENSG00000204889","125115","protein-coding"
"Q6A162","KRT40","ENSG00000262845","125115","protein-coding"
"Q14508","WFDC2","ENSG00000101443","10406","protein-coding"
"P41145","OPRK1","ENSG00000082556","4986","protein-coding"
"A1L188","NDUFAF8","ENSG00000224877","284184","protein-coding"
"Q9NZD4","AHSP","ENSG00000169877","51327","protein-coding"
"Q96K19","RNF170","ENSG00000120925","81790","protein-coding"
"Q6UWN5","LYPD5","ENSG00000159871","284348","protein-coding"
"Q86UD3","MARCHF3","ENSG00000173926","115123","protein-coding"
"Q6PEX7","TEX38","ENSG00000186118","374973","protein-coding"
"P12838","DEFA4","ENSG00000164821","1669","protein-coding"
"P12838","DEFA4","ENSG00000285318","1669","protein-coding"
"O14493","CLDN4","ENSG00000189143","1364","protein-coding"
"Q9HBW0","LPAR2","ENSG00000064547","9170","protein-coding"
"Q8WW33","GTSF1","ENSG00000170627","121355","protein-coding"
"Q9UBM1","PEMT","ENSG00000133027","10400","protein-coding"
"P14854","COX6B1","ENSG00000126267","1340","protein-coding"
"Q8N138","ORMDL3","ENSG00000172057","94103","protein-coding"
"P0DMR2","SCGB1C2","ENSG00000268320","653486","protein-coding"
"P0DMR2","SCGB1C2","ENSG00000277730","653486","protein-coding"
"P59536","TAS2R41","ENSG00000221855","259287","protein-coding"
"P59536","TAS2R41","ENSG00000284982","259287","protein-coding"
"P0C870","JMJD7","ENSG00000243789","100137047","protein-coding"
"Q99748","NRTN","ENSG00000171119","4902","protein-coding"
"Q96QR1","SCGB3A1","ENSG00000161055","92304","protein-coding"
"Q96N19","GPR137","ENSG00000173264","56834","protein-coding"
"Q8NG95","OR7G3","ENSG00000170920","390883","protein-coding"
"Q8NGJ0","OR5A1","ENSG00000172320","219982","protein-coding"
"P24863","CCNC","ENSG00000112237","892","protein-coding"
"O43914","TYROBP","ENSG00000011600","7305","protein-coding"
"Q13639","HTR4","ENSG00000164270","3360","protein-coding"
"Q8NH94","OR1L1","ENSG00000173679","26737","protein-coding"
"Q8N966","ZDHHC22","ENSG00000177108","283576","protein-coding"
"Q8NGA8","OR4F17","ENSG00000176695","81099","protein-coding"
"C9JUS6","ADM5","ENSG00000224420","199800","protein-coding"
"Q96QZ0","PANX3","ENSG00000154143","116337","protein-coding"
"Q13261","IL15RA","ENSG00000134470","3601","protein-coding"
"Q96F25","ALG14","ENSG00000172339","199857","protein-coding"
"Q8IYP2","PRSS58","ENSG00000258223","136541","protein-coding"
"Q8IYP2","PRSS58","ENSG00000276785","136541","protein-coding"
"P30968","GNRHR","ENSG00000109163","2798","protein-coding"
"Q02747","GUCA2A","ENSG00000197273","2980","protein-coding"
"O95222","OR6A2","ENSG00000184933","8590","protein-coding"
"Q86UP9","LHFPL3","ENSG00000187416","375612","protein-coding"
"Q06055","ATP5MC2","ENSG00000135390","517","protein-coding"
"Q9NUN7","ACER3","ENSG00000078124","55331","protein-coding"
"Q9NXH3","PPP1R14D","ENSG00000166143","54866","protein-coding"
"Q99788","CMKLR1","ENSG00000174600","1240","protein-coding"
"Q9BQ51","PDCD1LG2","ENSG00000197646","80380","protein-coding"
"B2RN74","OR11H12","ENSG00000257115","440153","protein-coding"
"P30411","BDKRB2","ENSG00000168398","624","protein-coding"
"Q6P5S7","RNASEK","ENSG00000219200","440400","protein-coding"
"Q9NYW4","TAS2R5","ENSG00000127366","54429","protein-coding"
"Q5T9Z0","TEDDM1","ENSG00000203730","127670","protein-coding"
"Q8NH49","OR4X1","ENSG00000176567","390113","protein-coding"
"Q9NR33","POLE4","ENSG00000115350","56655","protein-coding"
"Q2M5E4","RGS21","ENSG00000253148","431704","protein-coding"
"Q6IFG1","OR52E8","ENSG00000183269","390079","protein-coding"
"Q5T5M9","CCNJ","ENSG00000107443","54619","protein-coding"
"Q9Y587","AP4S1","ENSG00000100478","11154","protein-coding"
"Q8WVZ1","ZDHHC19","ENSG00000163958","131540","protein-coding"
"P09669","COX6C","ENSG00000164919","1345","protein-coding"
"Q9BZX4","ROPN1B","ENSG00000114547","152015","protein-coding"
"A6NNL5","C15orf61","ENSG00000189227","145853","protein-coding"
"Q9UBK5","HCST","ENSG00000126264","10870","protein-coding"
"Q15121","PEA15","ENSG00000162734","8682","protein-coding"
"P22749","GNLY","ENSG00000115523","10578","protein-coding"
"O14521","SDHD","ENSG00000204370","6392","protein-coding"
"P60059","SEC61G","ENSG00000132432","23480","protein-coding"
"P49184","DNASE1L1","ENSG00000013563","1774","protein-coding"
"Q96R30","OR2V2","ENSG00000182613","285659","protein-coding"
"P57086","SCAND1","ENSG00000171222","51282","protein-coding"
"Q9H019","MTFR1L","ENSG00000117640","56181","protein-coding"
"A6NCJ1","C19orf71","ENSG00000183397","100128569","protein-coding"
"Q49SQ1","GPR33","ENSG00000214943","2856","protein-coding"
"Q5VVC0","C1orf146","ENSG00000203910","388649","protein-coding"
"Q9UKK6","NXT1","ENSG00000132661","29107","protein-coding"
"P47888","OR3A3","ENSG00000159961","8392","protein-coding"
"Q2NL98","VMAC","ENSG00000187650","400673","protein-coding"
"Q16718","NDUFA5","ENSG00000128609","4698","protein-coding"
"P13987","CD59","ENSG00000085063","966","protein-coding"
"Q96I23","PYURF","ENSG00000145337","100996939","protein-coding"
"Q9H6L4","ARMC7","ENSG00000125449","79637","protein-coding"
"Q9UNW8","GPR132","ENSG00000183484","29933","protein-coding"
"P41238","APOBEC1","ENSG00000111701","339","protein-coding"
"Q8NEG0","FAM71C","ENSG00000180219","196472","protein-coding"
"P01568","IFNA21","ENSG00000137080","3452","protein-coding"
"Q9UHE8","STEAP1","ENSG00000164647","26872","protein-coding"
"Q8IW03","SIAH3","ENSG00000215475","283514","protein-coding"
"P12872","MLN","ENSG00000096395","4295","protein-coding"
"P0C0P6","NPS","ENSG00000214285","594857","protein-coding"
"Q9C004","SPRY4","ENSG00000187678","81848","protein-coding"
"P00709","LALBA","ENSG00000167531","3906","protein-coding"
"O15273","TCAP","ENSG00000173991","8557","protein-coding"
"P33763","S100A5","ENSG00000196420","6276","protein-coding"
"Q9BSA9","TMEM175","ENSG00000127419","84286","protein-coding"
"Q8NGT9","OR2A1","ENSG00000221970","346528","protein-coding"
"Q8NGT9","OR2A1","ENSG00000285105","346528","protein-coding"
"Q8NGT9","OR2A42","ENSG00000212807","402317","protein-coding"
"Q8NGT9","OR2A42","ENSG00000284836","402317","protein-coding"
"P35372","OPRM1","ENSG00000112038","4988","protein-coding"
"P49685","GPR15","ENSG00000154165","2838","protein-coding"
"Q9UKJ5","CHIC2","ENSG00000109220","26511","protein-coding"
"Q8NG35","DEFB105A","ENSG00000186562","245908","protein-coding"
"Q8NG35","DEFB105A","ENSG00000274729","245908","protein-coding"
"Q8NG35","DEFB105A","ENSG00000285015","245908","protein-coding"
"Q8NG35","DEFB105A","ENSG00000186599","245908","protein-coding"
"Q8NG35","DEFB105B","ENSG00000186599","504180","protein-coding"
"Q8NG35","DEFB105B","ENSG00000274729","504180","protein-coding"
"Q8NG35","DEFB105B","ENSG00000285015","504180","protein-coding"
"Q8NG35","DEFB105B","ENSG00000285411","504180","protein-coding"
"P55769","SNU13","ENSG00000100138","4809","protein-coding"
"Q6ZVX9","PAQR9","ENSG00000188582","344838","protein-coding"
"Q16613","AANAT","ENSG00000129673","15","protein-coding"
"Q6ZVW7","IL17REL","ENSG00000188263","400935","protein-coding"
"Q96SN7","ORAI2","ENSG00000160991","80228","protein-coding"
"Q629K1","TRIQK","ENSG00000205133","286144","protein-coding"
"Q5TA82","LCE2D","ENSG00000187223","353141","protein-coding"
"P61088","UBE2N","ENSG00000177889","7334","protein-coding"
"Q9BQB6","VKORC1","ENSG00000167397","79001","protein-coding"
"Q5UAW9","GPR157","ENSG00000180758","80045","protein-coding"
"Q9NQZ6","ZC4H2","ENSG00000126970","55906","protein-coding"
"P32302","CXCR5","ENSG00000160683","643","protein-coding"
"P41143","OPRD1","ENSG00000116329","4985","protein-coding"
"Q9H0A8","COMMD4","ENSG00000140365","54939","protein-coding"
"Q8N0U8","VKORC1L1","ENSG00000196715","154807","protein-coding"
"O75964","ATP5MG","ENSG00000167283","10632","protein-coding"
"P0DJ93","SMIM13","ENSG00000224531","221710","protein-coding"
"P20809","IL11","ENSG00000095752","3589","protein-coding"
"Q9BQC6","MRPL57","ENSG00000173141","78988","protein-coding"
"O14569","CYB561D2","ENSG00000114395","11068","protein-coding"
"O14569","CYB561D2","ENSG00000271858","11068","protein-coding"
"Q6IFN5","OR7E24","ENSG00000237521","26648","protein-coding"
"Q96CD2","PPCDC","ENSG00000138621","60490","protein-coding"
"O15263","DEFB4A","ENSG00000171711","1673","protein-coding"
"O15263","DEFB4A","ENSG00000275444","1673","protein-coding"
"O15263","DEFB4A","ENSG00000285433","1673","protein-coding"
"O15263","DEFB4A","ENSG00000285181","1673","protein-coding"
"O15263","DEFB4A","ENSG00000177257","1673","protein-coding"
"O15263","DEFB4B","ENSG00000177257","100289462","protein-coding"
"O15263","DEFB4B","ENSG00000275444","100289462","protein-coding"
"O15263","DEFB4B","ENSG00000285433","100289462","protein-coding"
"O15263","DEFB4B","ENSG00000285181","100289462","protein-coding"
"O15263","DEFB4B","ENSG00000171711","100289462","protein-coding"
"Q6A555","TXNDC8","ENSG00000204193","255220","protein-coding"
"O95013","OR4F21","ENSG00000176269","441308","protein-coding"
"Q6P0A1","FAM180B","ENSG00000196666","399888","protein-coding"
"Q6P0A1","FAM180B","ENSG00000284938","399888","protein-coding"
"P02724","GYPA","ENSG00000170180","2993","protein-coding"
"Q8NG78","OR8G5","ENSG00000255298","219865","protein-coding"
"O95563","MPC2","ENSG00000143158","25874","protein-coding"
"Q9P0M4","IL17C","ENSG00000124391","27189","protein-coding"
"Q92633","LPAR1","ENSG00000198121","1902","protein-coding"
"Q15546","MMD","ENSG00000108960","23531","protein-coding"
"A6NKK0","OR5H1","ENSG00000231192","26341","protein-coding"
"P47928","ID4","ENSG00000172201","3400","protein-coding"
"Q504U0","C4orf46","ENSG00000205208","201725","protein-coding"
"Q96DZ9","CMTM5","ENSG00000166091","116173","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000204428","80741","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000231325","80741","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000237495","80741","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000228883","80741","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000226404","80741","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000111971","80741","protein-coding"
"Q5SRR4","LY6G5C","ENSG00000206404","80741","protein-coding"
"Q9BTL4","IER2","ENSG00000160888","9592","protein-coding"
"Q8WWB3","DYDC1","ENSG00000170788","143241","protein-coding"
"P46089","GPR3","ENSG00000181773","2827","protein-coding"
"Q8NGQ6","OR9I1","ENSG00000172377","219954","protein-coding"
"A6NNX1","RIIAD1","ENSG00000178796","284485","protein-coding"
"Q9NPG8","ZDHHC4","ENSG00000136247","55146","protein-coding"
"Q16568","CARTPT","ENSG00000164326","9607","protein-coding"
"P30711","GSTT1","ENSG00000277656","2952","protein-coding"
"Q9UGF6","OR5V1","ENSG00000243729","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000242289","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000233046","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000243441","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000230742","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000227137","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000240130","81696","protein-coding"
"Q9UGF6","OR5V1","ENSG00000112461","81696","protein-coding"
"Q7Z7F7","MRPL55","ENSG00000162910","128308","protein-coding"
"Q9H1H1","GTSF1L","ENSG00000124196","149699","protein-coding"
"Q9P296","C5AR2","ENSG00000134830","27202","protein-coding"
"Q96T59","CDRT15","ENSG00000223510","146822","protein-coding"
"P51582","P2RY4","ENSG00000186912","5030","protein-coding"
"P59646","FXYD4","ENSG00000150201","53828","protein-coding"
"Q9Y5P0","OR51B4","ENSG00000183251","79339","protein-coding"
"Q9P055","JKAMP","ENSG00000050130","51528","protein-coding"
"O60925","PFDN1","ENSG00000113068","5201","protein-coding"
"Q53GA4","PHLDA2","ENSG00000181649","7262","protein-coding"
"Q53GA4","PHLDA2","ENSG00000274538","7262","protein-coding"
"Q96LB1","MRGPRX2","ENSG00000183695","117194","protein-coding"
"Q96E93","KLRG1","ENSG00000139187","10219","protein-coding"
"Q86W47","KCNMB4","ENSG00000135643","27345","protein-coding"
"P01303","NPY","ENSG00000122585","4852","protein-coding"
"Q5TYX0","PRAMEF5","ENSG00000270601","343068","protein-coding"
"Q5TYX0","PRAMEF5","ENSG00000276420","343068","protein-coding"
"Q5TYX0","PRAMEF5","ENSG00000282424","343068","protein-coding"
"Q5TYX0","PRAMEF5","ENSG00000283150","343068","protein-coding"
"P47898","HTR5A","ENSG00000157219","3361","protein-coding"
"P42677","RPS27","ENSG00000177954","6232","protein-coding"
"P50391","NPY4R","ENSG00000204174","5540","protein-coding"
"P50391","NPY4R2","ENSG00000264717","100996758","protein-coding"
"P50391","NPY4R2","ENSG00000288157","100996758","protein-coding"
"Q9BWK5","CYREN","ENSG00000122783","78996","protein-coding"
"Q6IEY1","OR4F3","ENSG00000230178","26683","protein-coding"
"Q6IEY1","OR4F16","ENSG00000284662","81399","protein-coding"
"Q6IEY1","OR4F29","ENSG00000284733","729759","protein-coding"
"P21452","TACR2","ENSG00000075073","6865","protein-coding"
"O60896","RAMP3","ENSG00000122679","10268","protein-coding"
"Q9H346","OR52D1","ENSG00000181609","390066","protein-coding"
"Q9BV87","CNPPD1","ENSG00000115649","27013","protein-coding"
"Q8NGT0","OR13C9","ENSG00000136839","286362","protein-coding"
"Q16553","LY6E","ENSG00000160932","4061","protein-coding"
"Q16553","LY6E","ENSG00000278032","4061","protein-coding"
"P80162","CXCL6","ENSG00000124875","6372","protein-coding"
"Q8N9R6","CDRT4","ENSG00000239704","284040","protein-coding"
"Q96RA2","OR7D2","ENSG00000188000","162998","protein-coding"
"Q5W0B7","TMEM236","ENSG00000148483","653567","protein-coding"
"Q4G0N7","FAM229B","ENSG00000203778","619208","protein-coding"
"P46091","CMKLR2","ENSG00000183671","2825","protein-coding"
"P46091","CMKLR2","ENSG00000283448","2825","protein-coding"
"P01033","TIMP1","ENSG00000102265","7076","protein-coding"
"P49683","PRLHR","ENSG00000119973","2834","protein-coding"
"A6NGA9","TMEM202","ENSG00000187806","338949","protein-coding"
"O60232","ZNRD2","ENSG00000173465","10534","protein-coding"
"Q8NGU2","OR9A4","ENSG00000258083","130075","protein-coding"
"Q15622","OR7A5","ENSG00000188269","26659","protein-coding"
"Q8N614","TMEM156","ENSG00000121895","80008","protein-coding"
"Q8TD33","SCGB1C1","ENSG00000188076","147199","protein-coding"
"Q8TD33","SCGB1C2","ENSG00000268320","653486","protein-coding"
"Q8TD33","SCGB1C2","ENSG00000277730","653486","protein-coding"
"Q9NXF7","DCAF16","ENSG00000163257","54876","protein-coding"
"Q8NHB7","OR5K1","ENSG00000232382","26339","protein-coding"
"O60831","PRAF2","ENSG00000243279","11230","protein-coding"
"P05112","IL4","ENSG00000113520","3565","protein-coding"
"Q6UWF3","SCIMP","ENSG00000161929","388325","protein-coding"
"Q8N349","OR2L13","ENSG00000196071","284521","protein-coding"
"Q71UM5","RPS27L","ENSG00000185088","51065","protein-coding"
"P32320","CDA","ENSG00000158825","978","protein-coding"
"Q6PEX3","KRTAP26-1","ENSG00000197683","388818","protein-coding"
"P51460","INSL3","ENSG00000248099","3640","protein-coding"
"Q8NH60","OR52J3","ENSG00000205495","119679","protein-coding"
"P02808","STATH","ENSG00000126549","6779","protein-coding"
"P02808","STATH","ENSG00000282891","6779","protein-coding"
"Q53FV1","ORMDL2","ENSG00000123353","29095","protein-coding"
"P54107","CRISP1","ENSG00000124812","167","protein-coding"
"Q8NGP4","OR5M3","ENSG00000174937","219482","protein-coding"
"Q8NH21","OR4F5","ENSG00000186092","79501","protein-coding"
"Q5T1S8","NCMAP","ENSG00000184454","400746","protein-coding"
"O00270","GPR31","ENSG00000120436","2853","protein-coding"
"Q9Y257","KCNK6","ENSG00000099337","9424","protein-coding"
"Q8WV99","ZFAND2B","ENSG00000158552","130617","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000204704","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000226463","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000234101","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000228652","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000227639","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000228977","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000229328","26692","protein-coding"
"Q9Y3N9","OR2W1","ENSG00000206525","26692","protein-coding"
"Q8NGC6","OR4K17","ENSG00000176230","390436","protein-coding"
"P40933","IL15","ENSG00000164136","3600","protein-coding"
"A6NDH6","OR5H15","ENSG00000233412","403274","protein-coding"
"P01566","IFNA10","ENSG00000186803","3446","protein-coding"
"Q9NVX0","HAUS2","ENSG00000137814","55142","protein-coding"
"Q86X19","TMEM17","ENSG00000186889","200728","protein-coding"
"Q96RD0","OR8B2","ENSG00000284680","26595","protein-coding"
"Q8NGL6","OR4A15","ENSG00000181958","81328","protein-coding"
"Q9H340","OR51B6","ENSG00000176239","390058","protein-coding"
"H3BU77","CCDC179","ENSG00000255359","100500938","protein-coding"
"P01286","GHRH","ENSG00000118702","2691","protein-coding"
"K9M1U5","IFNL4","ENSG00000272395","101180976","protein-coding"
"Q5VXH4","PRAMEF6","ENSG00000232423","440561","protein-coding"
"Q5VXH4","PRAMEF6","ENSG00000282119","440561","protein-coding"
"Q6FHJ7","SFRP4","ENSG00000106483","6424","protein-coding"
"Q9Y333","LSM2","ENSG00000204392","57819","protein-coding"
"Q9Y333","LSM2","ENSG00000236826","57819","protein-coding"
"Q9Y333","LSM2","ENSG00000172850","57819","protein-coding"
"Q9Y333","LSM2","ENSG00000224979","57819","protein-coding"
"Q9Y333","LSM2","ENSG00000231502","57819","protein-coding"
"Q9Y333","LSM2","ENSG00000225998","57819","protein-coding"
"Q02363","ID2","ENSG00000115738","3398","protein-coding"
"O95399","UTS2","ENSG00000049247","10911","protein-coding"
"O60234","GMFG","ENSG00000130755","9535","protein-coding"
"Q9H7F4","TMEM185B","ENSG00000226479","79134","protein-coding"
"Q5JXB2","UBE2NL","ENSG00000276380","389898","protein-coding"
"Q8N682","DRAM1","ENSG00000136048","55332","protein-coding"
"Q9NXK8","FBXL12","ENSG00000127452","54850","protein-coding"
"A6NML5","TMEM212","ENSG00000186329","389177","protein-coding"
"Q8N628","OR2C3","ENSG00000196242","81472","protein-coding"
"O95500","CLDN14","ENSG00000159261","23562","protein-coding"
"A6NLC5","C3orf70","ENSG00000187068","285382","protein-coding"
"Q9NV12","TMEM140","ENSG00000146859","55281","protein-coding"
"Q969V1","MCHR2","ENSG00000152034","84539","protein-coding"
"P60985","KRTDAP","ENSG00000188508","388533","protein-coding"
"Q8NGP3","OR5M9","ENSG00000150269","390162","protein-coding"
"P05014","IFNA4","ENSG00000236637","3441","protein-coding"
"Q8NH53","OR52N1","ENSG00000181001","79473","protein-coding"
"Q8N6M8","IQCF1","ENSG00000173389","132141","protein-coding"
"Q5T4T1","TMEM170B","ENSG00000205269","100113407","protein-coding"
"O75508","CLDN11","ENSG00000013297","5010","protein-coding"
"P61960","UFM1","ENSG00000120686","51569","protein-coding"
"P16410","CTLA4","ENSG00000163599","1493","protein-coding"
"Q8IXB3","TRARG1","ENSG00000184811","286753","protein-coding"
"Q8IXB3","TRARG1","ENSG00000280938","286753","protein-coding"
"Q8NGB9","OR4F6","ENSG00000184140","390648","protein-coding"
"P10082","PYY","ENSG00000131096","5697","protein-coding"
"Q9GZM6","OR8D2","ENSG00000279116","283160","protein-coding"
"Q9Y2T6","GPR55","ENSG00000135898","9290","protein-coding"
"Q8NG97","OR2Z1","ENSG00000181733","284383","protein-coding"
"P82921","MRPS21","ENSG00000266472","54460","protein-coding"
"Q8NGS9","OR13C2","ENSG00000276119","392376","protein-coding"
"Q8IUA0","WFDC8","ENSG00000158901","90199","protein-coding"
"Q96R69","OR4F4","ENSG00000177693","26682","pseudo"
"Q96R69","OR4F4","ENSG00000288513","26682","pseudo"
"A6NHG9","OR5H14","ENSG00000236032","403273","protein-coding"
"Q8NGR9","OR1N2","ENSG00000171501","138882","protein-coding"
"P30559","OXTR","ENSG00000180914","5021","protein-coding"
"Q9NP84","TNFRSF12A","ENSG00000006327","51330","protein-coding"
"P25103","TACR1","ENSG00000115353","6869","protein-coding"
"Q9H496","TOR1AIP2","ENSG00000169905","163590","protein-coding"
"Q8N0U2","TMEM61","ENSG00000143001","199964","protein-coding"
"Q9NQN1","OR2S2","ENSG00000278889","56656","protein-coding"
"Q0D2K3","RIPPLY1","ENSG00000147223","92129","protein-coding"
"Q15013","MAD2L1BP","ENSG00000124688","9587","protein-coding"
"Q15466","NR0B2","ENSG00000131910","8431","protein-coding"
"Q9NP97","DYNLRB1","ENSG00000125971","83658","protein-coding"
"P07988","SFTPB","ENSG00000168878","6439","protein-coding"
"P0DKB6","MPC1L","ENSG00000238205","347411","protein-coding"
"Q02535","ID3","ENSG00000117318","3399","protein-coding"
"Q02535","ID3","ENSG00000283060","3399","protein-coding"
"Q8NGS7","OR13C8","ENSG00000186943","138802","protein-coding"
"A3KFT3","OR2M5","ENSG00000162727","127059","protein-coding"
"Q8TDT2","GPR152","ENSG00000175514","390212","protein-coding"
"Q8NGQ3","OR1S2","ENSG00000197887","219958","protein-coding"
"Q9Y6J6","KCNE2","ENSG00000159197","9992","protein-coding"
"O95484","CLDN9","ENSG00000213937","9080","protein-coding"
"Q8TB68","PRR7","ENSG00000131188","80758","protein-coding"
"Q8N5M9","JAGN1","ENSG00000171135","84522","protein-coding"
"Q969L2","MAL2","ENSG00000147676","114569","protein-coding"
"Q7Z2X4","PID1","ENSG00000153823","55022","protein-coding"
"Q8NGB4","OR4S1","ENSG00000176555","256148","protein-coding"
"Q8TBF5","PIGX","ENSG00000163964","54965","protein-coding"
"P59540","TAS2R46","ENSG00000226761","259292","protein-coding"
"P59540","TAS2R46","ENSG00000262525","259292","protein-coding"
"P59540","TAS2R46","ENSG00000278111","259292","protein-coding"
"P0DP73","DEFB130A","ENSG00000232948","245940","protein-coding"
"P0DP73","DEFB130A","ENSG00000285249","245940","protein-coding"
"P0DP73","DEFB130B","ENSG00000233050","100133267","protein-coding"
"P0DP74","DEFB130A","ENSG00000232948","245940","protein-coding"
"P0DP74","DEFB130A","ENSG00000285249","245940","protein-coding"
"P0DP74","DEFB130B","ENSG00000233050","100133267","protein-coding"
"O95918","OR2H2","ENSG00000204657","7932","protein-coding"
"O95918","OR2H2","ENSG00000206467","7932","protein-coding"
"O95918","OR2H2","ENSG00000224319","7932","protein-coding"
