"UNIPROT","SYMBOL","ENSEMBL","ENTREZID","GENETYPE"
"O15213","WDR46","ENSG00000204221","9277","protein-coding"
"O15213","WDR46","ENSG00000206284","9277","protein-coding"
"O60282","KIF5C","ENSG00000168280","3800","protein-coding"
"O60282","KIF5C","ENSG00000276734","3800","protein-coding"
"Q7RTU4","BHLHA9","ENSG00000205899","727857","protein-coding"
"Q9NQT5","EXOSC3","ENSG00000107371","51010","protein-coding"
"P63098","PPP3R1","ENSG00000221823","5534","protein-coding"
"P52594","AGFG1","ENSG00000173744","3267","protein-coding"
"P22460","KCNA5","ENSG00000130037","3741","protein-coding"
"Q0VDD8","DNAH14","ENSG00000185842","127602","protein-coding"
"P0CJ92","GOLGA8H","ENSG00000261794","728498","protein-coding"
"Q8N2E2","VWDE","ENSG00000146530","221806","protein-coding"
"P28062","PSMB8","ENSG00000204264","5696","protein-coding"
"P28062","PSMB8","ENSG00000230669","5696","protein-coding"
"P28062","PSMB8","ENSG00000231631","5696","protein-coding"
"P28062","PSMB8","ENSG00000206298","5696","protein-coding"
"P28062","PSMB8","ENSG00000236443","5696","protein-coding"
"P28062","PSMB8","ENSG00000230034","5696","protein-coding"
"P28062","PSMB8","ENSG00000226201","5696","protein-coding"
"P28062","PSMB8","ENSG00000235715","5696","protein-coding"
"Q8TAQ5","ZNF420","ENSG00000197050","147923","protein-coding"
"Q7Z591","AKNA","ENSG00000106948","80709","protein-coding"
"Q14697","GANAB","ENSG00000089597","23193","protein-coding"
"H3BSY2","GOLGA8M","ENSG00000188626","653720","protein-coding"
"H3BSY2","GOLGA8M","ENSG00000278186","653720","protein-coding"
"H3BSY2","GOLGA8M","ENSG00000261480","653720","protein-coding"
"Q9HCM2","PLXNA4","ENSG00000221866","91584","protein-coding"
"O43296","ZNF264","ENSG00000083844","9422","protein-coding"
"Q5T619","ZNF648","ENSG00000179930","127665","protein-coding"
"P05186","ALPL","ENSG00000162551","249","protein-coding"
"Q9UQQ1","NAALADL1","ENSG00000168060","10004","protein-coding"
"P40145","ADCY8","ENSG00000155897","114","protein-coding"
"Q7Z5V6","PPP1R32","ENSG00000162148","220004","protein-coding"
"P58012","FOXL2","ENSG00000183770","668","protein-coding"
"P23443","RPS6KB1","ENSG00000108443","6198","protein-coding"
"Q01167","FOXK2","ENSG00000141568","3607","protein-coding"
"O94933","SLITRK3","ENSG00000121871","22865","protein-coding"
"O75581","LRP6","ENSG00000070018","4040","protein-coding"
"O75581","LRP6","ENSG00000281324","4040","protein-coding"
"Q09MP3","RAD51AP2","ENSG00000214842","729475","protein-coding"
"Q9UJ78","ZMYM5","ENSG00000132950","9205","protein-coding"
"Q99759","MAP3K3","ENSG00000198909","4215","protein-coding"
"Q9Y2W2","WBP11","ENSG00000084463","51729","protein-coding"
"Q2M3G0","ABCB5","ENSG00000004846","340273","protein-coding"
"Q9BQW3","EBF4","ENSG00000088881","57593","protein-coding"
"Q01082","SPTBN1","ENSG00000115306","6711","protein-coding"
"Q6ZS30","NBEAL1","ENSG00000144426","65065","protein-coding"
"Q96EV2","RBM33","ENSG00000184863","155435","protein-coding"
"Q9Y580","RBM7","ENSG00000076053","10179","protein-coding"
"Q9H4G4","GLIPR2","ENSG00000122694","152007","protein-coding"
"Q13029","PRDM2","ENSG00000116731","7799","protein-coding"
"Q8NG57","ELOA3P",NA,"162699","pseudo"
"Q9UPW5","AGTPBP1","ENSG00000135049","23287","protein-coding"
"A6NMD2","GOLGA8J","ENSG00000179938","653073","protein-coding"
"A6NMD2","GOLGA8J","ENSG00000278119","653073","protein-coding"
"O75874","IDH1","ENSG00000138413","3417","protein-coding"
"Q15303","ERBB4","ENSG00000178568","2066","protein-coding"
"Q08554","DSC1","ENSG00000134765","1823","protein-coding"
"Q9Y6D0","SELENOK","ENSG00000113811","58515","protein-coding"
"Q6ZTQ4","CDHR3","ENSG00000128536","222256","protein-coding"
"P23769","GATA2","ENSG00000179348","2624","protein-coding"
"Q15072","ZNF146","ENSG00000167635","7705","protein-coding"
"Q8NCW6","GALNT11","ENSG00000178234","63917","protein-coding"
"Q9Y6M1","IGF2BP2","ENSG00000073792","10644","protein-coding"
"Q96DT5","DNAH11","ENSG00000105877","8701","protein-coding"
"Q9H040","SPRTN","ENSG00000010072","83932","protein-coding"
"P16415","ZNF823","ENSG00000197933","55552","protein-coding"
"Q9ULL1","PLEKHG1","ENSG00000120278","57480","protein-coding"
"O14628","ZNF195","ENSG00000005801","7748","protein-coding"
"Q02779","MAP3K10","ENSG00000130758","4294","protein-coding"
"Q02410","APBA1","ENSG00000107282","320","protein-coding"
"Q02410","APBA1","ENSG00000276497","320","protein-coding"
"Q92994","BRF1","ENSG00000185024","2972","protein-coding"
"O60882","MMP20","ENSG00000137674","9313","protein-coding"
"O15020","SPTBN2","ENSG00000173898","6712","protein-coding"
"P45974","USP5","ENSG00000111667","8078","protein-coding"
"Q9UII4","HERC5","ENSG00000138646","51191","protein-coding"
"Q8WVV9","HNRNPLL","ENSG00000143889","92906","protein-coding"
"Q14207","NPAT","ENSG00000149308","4863","protein-coding"
"P0DPB3","SCHIP1","ENSG00000151967","29970","protein-coding"
"P0DPB3","SCHIP1","ENSG00000283154","29970","protein-coding"
"Q8IYH5","ZZZ3","ENSG00000036549","26009","protein-coding"
"Q12951","FOXI1","ENSG00000168269","2299","protein-coding"
"Q13976","PRKG1","ENSG00000185532","5592","protein-coding"
"P46459","NSF","ENSG00000073969","4905","protein-coding"
"P46459","NSF","ENSG00000276262","4905","protein-coding"
"P46459","NSF","ENSG00000278174","4905","protein-coding"
"Q9H972","C14orf93","ENSG00000100802","60686","protein-coding"
"O15270","SPTLC2","ENSG00000100596","9517","protein-coding"
"Q9UMQ6","CAPN11","ENSG00000137225","11131","protein-coding"
"P29966","MARCKS","ENSG00000277443","4082","protein-coding"
"P26599","PTBP1","ENSG00000011304","5725","protein-coding"
"Q9UNZ2","NSFL1C","ENSG00000088833","55968","protein-coding"
"Q9H6F5","CCDC86","ENSG00000110104","79080","protein-coding"
"Q96RU3","FNBP1","ENSG00000187239","23048","protein-coding"
"Q8WV41","SNX33","ENSG00000173548","257364","protein-coding"
"P52824","DGKQ","ENSG00000145214","1609","protein-coding"
"O96008","TOMM40","ENSG00000130204","10452","protein-coding"
"Q9H2H8","PPIL3","ENSG00000240344","53938","protein-coding"
"Q9UBU7","DBF4","ENSG00000006634","10926","protein-coding"
"O43148","RNMT","ENSG00000101654","8731","protein-coding"
"P12235","SLC25A4","ENSG00000151729","291","protein-coding"
"P13797","PLS3","ENSG00000102024","5358","protein-coding"
"Q14574","DSC3","ENSG00000134762","1825","protein-coding"
"P30291","WEE1","ENSG00000166483","7465","protein-coding"
"Q92831","KAT2B","ENSG00000114166","8850","protein-coding"
"Q08345","DDR1","ENSG00000204580","780","protein-coding"
"Q08345","DDR1","ENSG00000223680","780","protein-coding"
"Q08345","DDR1","ENSG00000229767","780","protein-coding"
"Q08345","DDR1","ENSG00000234078","780","protein-coding"
"Q08345","DDR1","ENSG00000215522","780","protein-coding"
"Q08345","DDR1","ENSG00000137332","780","protein-coding"
"Q08345","DDR1","ENSG00000230456","780","protein-coding"
"Q9UBB9","TFIP11","ENSG00000100109","24144","protein-coding"
"P28827","PTPRM","ENSG00000173482","5797","protein-coding"
"P08238","HSP90AB1","ENSG00000096384","3326","protein-coding"
"Q9HBZ2","ARNT2","ENSG00000172379","9915","protein-coding"
"O00750","PIK3C2B","ENSG00000133056","5287","protein-coding"
"P53355","DAPK1","ENSG00000196730","1612","protein-coding"
"P08473","MME","ENSG00000196549","4311","protein-coding"
"P43268","ETV4","ENSG00000175832","2118","protein-coding"
"O60356","NUPR1","ENSG00000176046","26471","protein-coding"
"Q15034","HERC3","ENSG00000138641","8916","protein-coding"
"Q15034","HERC3","ENSG00000287542","8916","protein-coding"
"O60879","DIAPH2","ENSG00000147202","1730","protein-coding"
"Q9BX63","BRIP1","ENSG00000136492","83990","protein-coding"
"O15040","TECPR2","ENSG00000196663","9895","protein-coding"
"P31323","PRKAR2B","ENSG00000005249","5577","protein-coding"
"P31323","PRKAR2B","ENSG00000284096","5577","protein-coding"
"Q9Y584","TIMM22","ENSG00000177370","29928","protein-coding"
"Q9Y584","TIMM22","ENSG00000278501","29928","protein-coding"
"Q9Y584","TIMM22","ENSG00000277649","29928","protein-coding"
"P08514","ITGA2B","ENSG00000005961","3674","protein-coding"
"Q9HCQ5","GALNT9","ENSG00000182870","50614","protein-coding"
"Q9HCQ5","GALNT9","ENSG00000288490","50614","protein-coding"
"P07942","LAMB1","ENSG00000091136","3912","protein-coding"
"O43497","CACNA1G","ENSG00000006283","8913","protein-coding"
"O95873","C6orf47","ENSG00000204439","57827","protein-coding"
"O95873","C6orf47","ENSG00000228177","57827","protein-coding"
"O95873","C6orf47","ENSG00000226103","57827","protein-coding"
"O95873","C6orf47","ENSG00000203623","57827","protein-coding"
"O95873","C6orf47","ENSG00000226531","57827","protein-coding"
"O95873","C6orf47","ENSG00000228435","57827","protein-coding"
"O95873","C6orf47","ENSG00000235360","57827","protein-coding"
"Q7RTS1","BHLHA15","ENSG00000180535","168620","protein-coding"
"P51161","FABP6","ENSG00000170231","2172","protein-coding"
"Q96QV6","H2AC1","ENSG00000164508","221613","protein-coding"
"P53708","ITGA8","ENSG00000077943","8516","protein-coding"
"Q5VVW2","GARNL3","ENSG00000136895","84253","protein-coding"
"Q5JS37","NHLRC3","ENSG00000188811","387921","protein-coding"
"Q13576","IQGAP2","ENSG00000145703","10788","protein-coding"
"O60674","JAK2","ENSG00000096968","3717","protein-coding"
"Q6ZTR5","CFAP47","ENSG00000165164","286464","protein-coding"
"Q8N556","AFAP1","ENSG00000196526","60312","protein-coding"
"Q9Y5H9","PCDHA2","ENSG00000204969","56146","protein-coding"
"O94910","ADGRL1","ENSG00000072071","22859","protein-coding"
"O94910","ADGRL1","ENSG00000288324","22859","protein-coding"
"P17024","ZNF20","ENSG00000132010","7568","protein-coding"
"Q9BRS2","RIOK1","ENSG00000124784","83732","protein-coding"
"Q8NBK3","SUMF1","ENSG00000144455","285362","protein-coding"
"P53007","SLC25A1","ENSG00000100075","6576","protein-coding"
"Q9UHV5","RAPGEFL1","ENSG00000108352","51195","protein-coding"
"Q7Z3E2","CCDC186","ENSG00000165813","55088","protein-coding"
"Q9ULC8","ZDHHC8","ENSG00000099904","29801","protein-coding"
"P08235","NR3C2","ENSG00000151623","4306","protein-coding"
"Q9UN73","PCDHA6","ENSG00000081842","56142","protein-coding"
"Q9HAQ2","KIF9","ENSG00000088727","64147","protein-coding"
"Q8IVG5","SAMD9L","ENSG00000177409","219285","protein-coding"
"Q9H7D0","DOCK5","ENSG00000147459","80005","protein-coding"
"Q8NCF5","NFATC2IP","ENSG00000176953","84901","protein-coding"
"Q9Y3C6","PPIL1","ENSG00000137168","51645","protein-coding"
"Q9UK11","ZNF223","ENSG00000178386","7766","protein-coding"
"Q8N0U4","FAM185A","ENSG00000222011","222234","protein-coding"
"Q86V59","PNMA8A","ENSG00000182013","55228","protein-coding"
"Q96FT7","ASIC4","ENSG00000072182","55515","protein-coding"
"Q9Y295","DRG1","ENSG00000185721","4733","protein-coding"
"Q07065","CKAP4","ENSG00000136026","10970","protein-coding"
"Q6UY14","ADAMTSL4","ENSG00000143382","54507","protein-coding"
"P28698","MZF1","ENSG00000099326","7593","protein-coding"
"A8MV24","C17orf98","ENSG00000275489","388381","protein-coding"
"A8MV24","C17orf98","ENSG00000276913","388381","protein-coding"
"Q9UJN7","ZNF391","ENSG00000124613","346157","protein-coding"
"Q2M329","CCDC96","ENSG00000173013","257236","protein-coding"
"Q9Y2Z4","YARS2","ENSG00000139131","51067","protein-coding"
"Q9H5J8","TAF1D","ENSG00000166012","79101","protein-coding"
"Q16585","SGCB","ENSG00000163069","6443","protein-coding"
"Q9P2K1","CC2D2A","ENSG00000048342","57545","protein-coding"
"Q16270","IGFBP7","ENSG00000163453","3490","protein-coding"
"Q86UK0","ABCA12","ENSG00000144452","26154","protein-coding"
"Q96SB4","SRPK1","ENSG00000096063","6732","protein-coding"
"O95201","ZNF205","ENSG00000122386","7755","protein-coding"
"Q8IWS0","PHF6","ENSG00000156531","84295","protein-coding"
"P42765","ACAA2","ENSG00000167315","10449","protein-coding"
"P13667","PDIA4","ENSG00000155660","9601","protein-coding"
"Q6UW01","CBLN3","ENSG00000139899","643866","protein-coding"
"Q8TBZ8","ZNF564","ENSG00000249709","163050","protein-coding"
"Q8N8Z8","ZNF441","ENSG00000197044","126068","protein-coding"
"Q86WV1","SKAP1","ENSG00000141293","8631","protein-coding"
"Q8WZA9","IRGQ","ENSG00000167378","126298","protein-coding"
"O43189","PHF1","ENSG00000112511","5252","protein-coding"
"O43189","PHF1","ENSG00000225553","5252","protein-coding"
"O43189","PHF1","ENSG00000239756","5252","protein-coding"
"P36639","NUDT1","ENSG00000106268","4521","protein-coding"
"Q7RTT5","SSX7","ENSG00000187754","280658","protein-coding"
"Q6ZUS6","CCDC149","ENSG00000181982","91050","protein-coding"
"Q6ZV73","FGD6","ENSG00000180263","55785","protein-coding"
"Q9UMF0","ICAM5","ENSG00000105376","7087","protein-coding"
"P13611","VCAN","ENSG00000038427","1462","protein-coding"
"Q9P2T1","GMPR2","ENSG00000100938","51292","protein-coding"
"Q9P2T1","GMPR2","ENSG00000284752","51292","protein-coding"
"Q9BRP0","OVOL2","ENSG00000125850","58495","protein-coding"
"A7XYQ1","SOBP","ENSG00000112320","55084","protein-coding"
"Q05655","PRKCD","ENSG00000163932","5580","protein-coding"
"Q8IZC7","ZNF101","ENSG00000181896","94039","protein-coding"
"Q8TF47","ZFP90","ENSG00000184939","146198","protein-coding"
"O75969","AKAP3","ENSG00000111254","10566","protein-coding"
"P02788","LTF","ENSG00000012223","4057","protein-coding"
"Q96ME7","ZNF512","ENSG00000243943","84450","protein-coding"
"P07384","CAPN1","ENSG00000014216","823","protein-coding"
"P30622","CLIP1","ENSG00000130779","6249","protein-coding"
"Q8WWN8","ARAP3","ENSG00000120318","64411","protein-coding"
"Q9UN72","PCDHA7","ENSG00000204963","56141","protein-coding"
"Q9UK32","RPS6KA6","ENSG00000072133","27330","protein-coding"
"Q9UPV0","CEP164","ENSG00000110274","22897","protein-coding"
"O60828","PQBP1","ENSG00000102103","10084","protein-coding"
"P50616","TOB1","ENSG00000141232","10140","protein-coding"
"Q10570","CPSF1","ENSG00000071894","29894","protein-coding"
"Q10570","CPSF1","ENSG00000285049","29894","protein-coding"
"Q7L8A9","VASH1","ENSG00000071246","22846","protein-coding"
"Q6DT37","CDC42BPG","ENSG00000171219","55561","protein-coding"
"Q8IZU1","FAM9A","ENSG00000183304","171482","protein-coding"
"Q9H4L7","SMARCAD1","ENSG00000163104","56916","protein-coding"
"P12104","FABP2","ENSG00000145384","2169","protein-coding"
"P51957","NEK4","ENSG00000114904","6787","protein-coding"
"Q9Y5F6","PCDHGC5","ENSG00000240764","56097","protein-coding"
"O60318","MCM3AP","ENSG00000160294","8888","protein-coding"
"P35611","ADD1","ENSG00000087274","118","protein-coding"
"Q8IUH3","RBM45","ENSG00000155636","129831","protein-coding"
"Q6ZU80","CEP128","ENSG00000100629","145508","protein-coding"
"Q15418","RPS6KA1","ENSG00000117676","6195","protein-coding"
"Q15418","RPS6KA1","ENSG00000281877","6195","protein-coding"
"Q8NC74","RBBP8NL","ENSG00000130701","140893","protein-coding"
"Q13569","TDG","ENSG00000139372","6996","protein-coding"
"Q0P6D6","CCDC15","ENSG00000149548","80071","protein-coding"
"Q13546","RIPK1","ENSG00000137275","8737","protein-coding"
"Q9Y4I1","MYO5A","ENSG00000197535","4644","protein-coding"
"P52737","ZNF136","ENSG00000196646","7695","protein-coding"
"Q9BQI5","SGIP1","ENSG00000118473","84251","protein-coding"
"Q16531","DDB1","ENSG00000167986","1642","protein-coding"
"O60238","BNIP3L","ENSG00000104765","665","protein-coding"
"Q7Z3Y9","KRT26","ENSG00000186393","353288","protein-coding"
"Q92609","TBC1D5","ENSG00000131374","9779","protein-coding"
"O60341","KDM1A","ENSG00000004487","23028","protein-coding"
"P17658","KCNA6","ENSG00000151079","3742","protein-coding"
"Q7Z5Q1","CPEB2","ENSG00000137449","132864","protein-coding"
"Q9UKF2","ADAM30","ENSG00000134249","11085","protein-coding"
"Q86SQ0","PHLDB2","ENSG00000144824","90102","protein-coding"
"Q9H4L5","OSBPL3","ENSG00000070882","26031","protein-coding"
"Q2M3X9","ZNF674","ENSG00000251192","641339","protein-coding"
"P07900","HSP90AA1","ENSG00000080824","3320","protein-coding"
"Q7L7L0","H2AW","ENSG00000181218","92815","protein-coding"
"Q7L7L0","H2AW","ENSG00000284841","92815","protein-coding"
"O15054","KDM6B","ENSG00000132510","23135","protein-coding"
"P35711","SOX5","ENSG00000134532","6660","protein-coding"
"Q13936","CACNA1C","ENSG00000151067","775","protein-coding"
"Q13936","CACNA1C","ENSG00000285479","775","protein-coding"
"Q6IMN6","CAPRIN2","ENSG00000110888","65981","protein-coding"
"Q52LD8","RFTN2","ENSG00000162944","130132","protein-coding"
"P17035","ZNF28","ENSG00000198538","7576","protein-coding"
"Q9BVP2","GNL3","ENSG00000163938","26354","protein-coding"
"P78524","DENND2B","ENSG00000166444","6764","protein-coding"
"Q9BYP7","WNK3","ENSG00000196632","65267","protein-coding"
"Q8TEC5","SH3RF2","ENSG00000156463","153769","protein-coding"
"Q9UPW8","UNC13A","ENSG00000130477","23025","protein-coding"
"Q5D1E8","ZC3H12A","ENSG00000163874","80149","protein-coding"
"Q14126","DSG2","ENSG00000046604","1829","protein-coding"
"P06737","PYGL","ENSG00000100504","5836","protein-coding"
"Q86XL3","ANKLE2","ENSG00000176915","23141","protein-coding"
"O94826","TOMM70","ENSG00000154174","9868","protein-coding"
"Q8NDX1","PSD4","ENSG00000125637","23550","protein-coding"
"Q8IXS6","PALM2AKAP2","ENSG00000157654","445815","protein-coding"
"P07476","IVL","ENSG00000163207","3713","protein-coding"
"Q13349","ITGAD","ENSG00000156886","3681","protein-coding"
"Q6H8Q1","ABLIM2","ENSG00000163995","84448","protein-coding"
"P28838","LAP3","ENSG00000002549","51056","protein-coding"
"Q9Y266","NUDC","ENSG00000090273","10726","protein-coding"
"Q9P255","ZNF492","ENSG00000229676","57615","protein-coding"
"A2A3L6","TTC24","ENSG00000187862","164118","protein-coding"
"P05129","PRKCG","ENSG00000126583","5582","protein-coding"
"Q7Z3V5","ZNF571","ENSG00000180479","51276","protein-coding"
"O14770","MEIS2","ENSG00000134138","4212","protein-coding"
"B2RU33","POTEC","ENSG00000183206","388468","protein-coding"
"Q5XKR9","FAM104B","ENSG00000182518","90736","protein-coding"
"O15211","RGL2","ENSG00000237441","5863","protein-coding"
"O15211","RGL2","ENSG00000237825","5863","protein-coding"
"O15211","RGL2","ENSG00000206282","5863","protein-coding"
"O15211","RGL2","ENSG00000228736","5863","protein-coding"
"O15211","RGL2","ENSG00000224841","5863","protein-coding"
"Q02809","PLOD1","ENSG00000083444","5351","protein-coding"
"Q5F1R6","DNAJC21","ENSG00000168724","134218","protein-coding"
"Q9C098","DCLK3","ENSG00000163673","85443","protein-coding"
